repo,pr_id,file_count,modified_files,modified_functions,total_additions,total_deletions,commit_messages
langchain-ai/langchain,38458,4,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/langchain_core/language_models/llms.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_cache.py', 'libs/core/tests/unit_tests/language_models/llms/test_cache.py']","['SizedInMemoryCache', 'test_sized_local_cache_generate_sync', '__len__', 'len', 'test_sized_local_cache_sync']",67,9,['fix(core): respect sized llm caches']
langchain-ai/langchain,38454,2,"['libs/core/langchain_core/utils/_merge.py', 'libs/core/tests/unit_tests/utils/test_utils.py']",['isinstance'],7,0,['fix(core): preserve bool metadata in merge_dicts\n\nHandle boolean values before the integer merge path so streaming metadata keys like cached flags are not coerced into integer sums when bool chunks conflict.\n\nFixes #38453']
langchain-ai/langchain,38452,2,"['libs/core/langchain_core/utils/_merge.py', 'libs/core/tests/unit_tests/utils/test_utils.py']",[],20,6,"['fix(core): deduplicate identical string values in `merge_dicts` to prevent metadata doubling during streaming\n\nStreaming providers (OpenAI, Anthropic, etc.) repeat metadata fields such\nas `model_name` and `finish_reason` with the same value in every chunk.\n`merge_dicts` was concatenating those strings, producing doubled values like\n`""gpt-4gpt-4""` or `""stopstop""` in the aggregated message.\n\nReplace the narrow allowlist (`id`, `output_version`, `model_provider`) with\na general check: if two identical string values are merged, skip concatenation.\nDifferent values (sequential content fragments like `""He""` + `""llo""`) are\nstill concatenated as before.\n\nFixes #38366\n\nCo-Authored-By: Claude Sonnet 4.6 <noreply@anthropic.com>']"
langchain-ai/langchain,38451,3,"['libs/core/langchain_core/tools/base.py', 'libs/core/langchain_core/tools/structured.py', 'libs/core/tests/unit_tests/test_tools.py']","['isinstance', 'DocumentedChildTool', 'ChildTool', 'test_tool_class_docstring_not_inherited', '_get_docstring', 'ParentTool']",45,2,"[""fix: core: docstrings shouldn't inherit from parents\n\nFixes langchain-ai/langchain#32066\n\nSigned-off-by: Pratheek Nathani <181894361+pratheeknathani@users.noreply.github.com>""]"
langchain-ai/langchain,38450,3,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_base.py', 'libs/langchain_v1/langchain/agents/middleware/summarization.py']",[],22,13,"[""fix(langchain): prevent orphan ToolMessages in SummarizationMiddleware\n\n_find_safe_cutoff_point used set intersection to detect a matching AIMessage\nwhen the cutoff landed on a ToolMessage run. In conversations where one\ntool_call_id in the run belongs to a surviving AIMessage while another belongs\nto an AIMessage that was already summarized away, the intersection matched\nprematurely and left the mismatched ToolMessage as an orphan in the preserved\nslice. On the next LLM call providers reject the input with a 400 error\n(OpenAI: 'tool must be a response to a preceding message with tool_calls';\nAnthropic: 'tool_use_id has no matching tool_result').\n\nThe fix accumulates remaining unmatched ids as we walk backward and only\nplaces the cutoff once every id in the cutoff run is fully covered by\nAIMessages encountered so far. If coverage is never complete we fall through\nto the existing advance-forward fallback, which is the safer choice.\n\nFixes #38352"", 'fix(langchain-core): normalize on_llm_error generations shape in stream/astream\n\nBaseChatModel.stream() and astream() passed a malformed generations value to\non_llm_error when the stream raised an exception. LLMResult.generations is\ntyped list[list[Generation]] where the outer dimension is per-prompt (batch).\nA single-prompt stream must produce exactly one outer row.\n\nTwo incorrect shapes were emitted:\n\n1. Error before any output (i == 0): emitted [[]]. Every other on_llm_error\n   call site in langchain-core emits [] for this scenario.\n2. Partial output then error (i > 0): emitted [[chunk], []] -- two outer rows\n   for a single prompt. The error-metadata flat list was placed as a second\n   batch row instead of being merged into the same inner row as the chunk.\n\nRoot cause: _generate_response_from_error returns a flat list[ChatGeneration]\nand returns [] when the exception carries no .response attribute. The callers\nwrapped it unconditionally as [generations_with_error_metadata], turning an\nempty result into [[]] and appending it as a second outer row when chunks\nwere present.\n\nFix: merge the partial chunk and error metadata into a single inner list\n(one outer row) and pass [] when both are empty, matching every other\non_llm_error call site.\n\nRemoves the xfail marker from test_stream_error_callback; the test was\ncorrectly documenting the expected behavior.\n\nFixes #38276']"
langchain-ai/langchain,38449,1,['libs/langchain_v1/langchain/agents/middleware/summarization.py'],[],10,3,"[""fix(langchain): prevent orphan ToolMessages in SummarizationMiddleware\n\n_find_safe_cutoff_point used set intersection to detect a matching AIMessage\nwhen the cutoff landed on a ToolMessage run. In conversations where one\ntool_call_id in the run belongs to a surviving AIMessage while another belongs\nto an AIMessage that was already summarized away, the intersection matched\nprematurely and left the mismatched ToolMessage as an orphan in the preserved\nslice. On the next LLM call providers reject the input with a 400 error\n(OpenAI: 'tool must be a response to a preceding message with tool_calls';\nAnthropic: 'tool_use_id has no matching tool_result').\n\nThe fix accumulates remaining unmatched ids as we walk backward and only\nplaces the cutoff once every id in the cutoff run is fully covered by\nAIMessages encountered so far. If coverage is never complete we fall through\nto the existing advance-forward fallback, which is the safer choice.\n\nFixes #38352""]"
langchain-ai/langchain,38448,1,['libs/langchain_v1/langchain/agents/factory.py'],[],8,9,"[""fix(langchain): always include loop_entry_node in model-to-tools edge destinations\n\n_make_model_to_tools_edge returns model_destination on the 'all pending tool\ncalls already answered' branch regardless of whether response_format or\nafter_model middleware are present. create_agent previously only added\nloop_entry_node to the conditional-edge path_map when response_format was\nset or loop_exit_node was not 'model'. When wrap_model_call middleware injects\nsynthetic ToolMessages (caching, HITL pre-approval, replay) the router picks\nmodel_destination but it is absent from the path_map, causing LangGraph's\nbranch dispatcher to raise KeyError('model').\n\nThe fix unconditionally includes loop_entry_node in model_to_tools_destinations.\nExisting configurations are unaffected: the extra destination is simply a\nno-op when the router never selects it.\n\nFixes #38351""]"
langchain-ai/langchain,38447,1,['libs/langchain/tests/unit_tests/storage/test_filesystem.py'],[],2,0,['fix(langchain-classic): skip test_mset_chmod on Windows\n\nUnix-style group/other permission bits are silently ignored by the Windows\nfilesystem. The LocalFileStore implementation is correct; only the test\nassertion is non-portable. Adding a skipif guard avoids spurious failures in\nWindows CI without touching production code.\n\nFixes #38329']
langchain-ai/langchain,38446,1,['libs/partners/anthropic/langchain_anthropic/chat_models.py'],[],8,4,"['fix(anthropic): preserve cache_control on tool_use blocks in _format_messages\n\nWhen an AIMessage carries a tool_use block with cache_control and a\nmatching entry in tool_calls, _format_messages reconstructed the\ntool_use block from the structured tool_calls data and silently dropped\nevery extra key on the original block, including cache_control. This\ncaused prompt-cache breakpoints placed on tool_use blocks to be lost\nduring message formatting.\n\nThe text, thinking, server_tool_use, and mcp_tool_use branches already\npreserved cache_control; tool_use was the only type that dropped it.\n\nFix: copy cache_control from the original content block onto the\nreconstructed tool_use block in both the overlapping-ID path (where\ntool_calls takes precedence) and the inline tool_use path.\n\nFixes #38398']"
langchain-ai/langchain,38445,1,['libs/core/langchain_core/utils/_merge.py'],[],12,1,"['fix(core): extend merge_dicts dedup to stable response metadata fields\n\nWhen providers send multiple terminal chunks with identical metadata\nvalues (finish_reason, model_name, object, etc.), merge_dicts\nconcatenates the strings instead of deduplicating them, producing\nvalues like ""stopstop"" or doubled model names.\n\nThe existing allowlist already handles id, output_version, and\nmodel_provider with an equal-value guard. Extend that same guard to\nmodel_name, finish_reason, native_finish_reason, object,\nsystem_fingerprint, and format — all fields that providers repeat\nverbatim across terminal chunks.\n\nValues that genuinely differ across chunks still concatenate as\nbefore; the guard only skips when merged[key] == incoming value.\n\nFixes #38366']"
langchain-ai/langchain,38444,2,"['libs/core/tests/unit_tests/runnables/test_runnable_events_v1.py', 'libs/core/tests/unit_tests/utils/test_function_calling.py']",[],0,6,['test(core): remove stale xfail markers from tests that now pass\n\nBoth test_convert_to_openai_function_nested_v2 and\ntest_sync_in_sync_lambdas now pass because the underlying\nfunctionality was fixed in prior commits. The markers were never\ncleaned up and caused XPASS noise in CI.\n\nFixes #38266']
langchain-ai/langchain,38443,2,"['libs/langchain_v1/langchain/chat_models/base.py', 'libs/langchain_v1/tests/unit_tests/chat_models/test_chat_models.py']",[],3,1,['fix: infer openai provider for o4 models in init_chat_model']
langchain-ai/langchain,38442,3,"['libs/partners/anthropic/langchain_anthropic/chat_models.py', 'libs/partners/anthropic/tests/integration_tests/test_chat_models.py', 'libs/partners/anthropic/tests/unit_tests/test_chat_models.py']","['test_thinking_content_block_start_carries_initial_thinking', 'isinstance', 'test_empty_text_content_block_start_emits_no_chunk', 'len', 'test_text_content_block_start_carries_initial_text', 'test_empty_thinking_content_block_start_emits_no_chunk', '_aggregate_anthropic_events']",235,1,"[""fix(anthropic): keep initial text on content_block_start\n\nAnthropic can place a text/thinking block's opening content directly on\nthe content_block_start event instead of in a following delta (common on\nthe assistant turn after a tool result). The streaming handler only built\na chunk for tool/document/redacted_thinking starts, so that leading text\nwas dropped from the aggregated AIMessage that gets persisted while still\nstreaming to clients. Emit the start-event content for text and thinking\nblocks so the streamed and persisted messages match."", ""Merge branch 'master' into cb/fix-anthropic-text-content-block-start-drop"", 'cr', 'test(anthropic): retry flaky thinking tool-use integration test']"
langchain-ai/langchain,38441,2,"['libs/core/langchain_core/language_models/llms.py', 'libs/core/tests/unit_tests/language_models/llms/test_cache.py']","['SizedInMemoryCache', '__len__', 'test_local_cache_generate_sync_sized_cache', 'len']",46,3,"['fix(core): treat empty caches as present in prompt-cache helpers\n\n`get_prompts`, `aget_prompts` and `aupdate_cache` decided whether a cache\nwas configured with a truthiness check (`if llm_cache:`) rather than an\nidentity check. A `BaseCache` that implements `__len__` (common, to report\nits entry count) is falsy when empty, so the lookup loop in\n`get_prompts`/`aget_prompts` was skipped entirely: the prompt was added to\nneither `existing_prompts` nor `missing_prompts`, generation was skipped,\nand `generate`/`agenerate` raised `KeyError` building the result.\n\nUse `is not None` in all three places, matching the sync `update_cache`,\nso an empty-but-present cache is treated the same as a populated one.\n\nAdds regression tests covering a cache that implements `__len__`.']"
langchain-ai/langchain,38438,4,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_base.py', 'libs/langchain_v1/langchain/agents/factory.py', 'libs/langchain_v1/tests/unit_tests/agents/test_injected_runtime_create_agent.py']","['collect_runs', '_merge_inheritable_metadata', 'test_caller_ls_integration_survives_merge', 'len']",65,27,"[""stop overriding caller's ls_integration in ls trace""]"
langchain-ai/langchain,38436,2,"['libs/core/langchain_core/structured_query.py', 'libs/core/tests/unit_tests/test_structured_query.py']","['_TestVisitor', 'test_validate_func_operator_error_message_uses_operators_label', 'visit_operation', 'visit_structured_query', 'visit_comparison']",28,1,['fix(core): use operators label in Visitor operator validation error\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38435,2,"['libs/langchain_v1/langchain/agents/middleware/summarization.py', 'libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_summarization.py']",['test_summarization_middleware_find_safe_cutoff_point_mixed_orphan_tool'],36,3,['fix(langchain): avoid orphan ToolMessages in summarization cutoff\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38434,2,"['libs/core/langchain_core/structured_query.py', 'libs/core/tests/unit_tests/test_structured_query.py']","['_TestVisitor', 'test_validate_func_operator_error_message_uses_operators_label', 'visit_operation', 'visit_structured_query', 'visit_comparison']",28,1,['fix(core): correct operator validation error message in Visitor\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38433,1,['libs/langchain/tests/unit_tests/storage/test_filesystem.py'],[],5,0,"['test(langchain-classic): skip chmod permission test on Windows\n\nWindows does not enforce Unix group/other permission bits, so\ntest_mset_chmod fails when asserting exact octal modes. Skip the test\non win32 where chmod semantics differ.\n\nFixes #38329.\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38432,2,"['libs/text-splitters/langchain_text_splitters/html.py', 'libs/text-splitters/tests/unit_tests/test_text_splitters.py']","['suppress_langchain_beta_warning', 'test_html_splitter_preserves_inline_tag_text_order', 'isinstance']",58,26,['fix(text-splitters): preserve inline tag text order in HTML splitter\n\nProcess element children in document order so inline formatting tags\nlike strong no longer reorder surrounding text before chunking.\n\nCloses #38404.\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38431,2,"['libs/partners/anthropic/langchain_anthropic/chat_models.py', 'libs/partners/anthropic/tests/unit_tests/test_chat_models.py']",['test__format_messages_preserves_tool_use_cache_control'],36,3,['fix(anthropic): preserve cache_control on deduplicated tool_use blocks\n\nCopy cache_control from inline tool_use content onto rebuilt blocks when\ntool_calls are preferred during message formatting.\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
